ML Catalog Number,Format,Common Name,Scientific Name,Background Species,Recordist,Date,Year,Month,Day,Time,Country,Country-State-County,State,County,Locality,Latitude,Longitude,Age/Sex,Behaviors,Playback,Captive,Collected,Specimen ID,Home Archive Catalog Number,Recorder,Microphone,Accessory,Partner Institution,eBird Checklist ID,Unconfirmed,Air Temp(°C),Water Temp(°C),Media notes,Observation Details,Parent Species,eBird Species Code,Taxon Category,Taxonomic Sort,Recordist 2,Average Community Rating,Number of Ratings,Asset Tags,Original Image Height,Original Image Width
324372941,Photo,White-bearded Manakin,Manacus manacus,,Edwin Mora,2021-04-08,2021,4,8,1717,Venezuela,VE-E,Barinas,,Puente Quebrada Parangulita,8.7695569,-70.4284868,"",,Unspecified,"","",,,,,,,S85136849,"",,,,Macho.,Manacus manacus,whbman1,Species,15475,,2.00,1,,966,1371
324372931,Photo,White-bearded Manakin,Manacus manacus,,Edwin Mora,2021-04-08,2021,4,8,1717,Venezuela,VE-E,Barinas,,Puente Quebrada Parangulita,8.7695569,-70.4284868,"",,Unspecified,"","",,,,,,,S85136849,"",,,,Macho.,Manacus manacus,whbman1,Species,15475,,1.00,1,,1041,1409
324368681,Photo,White-bearded Manakin,Manacus manacus,,Edwin Mora,2021-04-08,2021,4,8,1611,Venezuela,VE-E,Barinas,,Puente Quebrada Parangulita,8.7695569,-70.4284868,"",,Unspecified,"","",,,,,,,S85136524,"",,,,Hembra.,Manacus manacus,whbman1,Species,15475,,4.00,1,,2689,3591
324368671,Photo,White-bearded Manakin,Manacus manacus,,Edwin Mora,2021-04-08,2021,4,8,1611,Venezuela,VE-E,Barinas,,Puente Quebrada Parangulita,8.7695569,-70.4284868,"",,Unspecified,"","",,,,,,,S85136524,"",,,,Hembra.,Manacus manacus,whbman1,Species,15475,,3.00,1,,2192,3769
324368641,Photo,White-bearded Manakin,Manacus manacus,,Edwin Mora,2021-04-08,2021,4,8,1611,Venezuela,VE-E,Barinas,,Puente Quebrada Parangulita,8.7695569,-70.4284868,"",,Unspecified,"","",,,,,,,S85136524,"",,,,Hembra.,Manacus manacus,whbman1,Species,15475,,4.00,1,,1030,1457
324176671,Photo,White-bearded Manakin,Manacus manacus,,Attila Steiner,2017-03-09,2017,3,9,610,Colombia,CO-ANT,Antioquia,,RN Cañon del Río Claro,5.8922594,-74.8552877,"",,Unspecified,"","",,,,,,,S85104533,"",,,,,Manacus manacus,whbman1,Species,15475,,2.00,1,,900,1200
323818141,Photo,White-bearded Manakin,Manacus manacus,,James Timmons,2008-01-15,2008,1,15,1300,Trinidad and Tobago,TT-TUP,Tunapuna-Piarco,,Heights of Aripo,10.6928277,-61.2259483,"",,Unspecified,"","",,,,,,,S85024696,"",,,,,Manacus manacus,whbman1,Species,15475,,2.50,2,,839,1195
323818051,Photo,White-bearded Manakin,Manacus manacus,,James Timmons,2008-01-15,2008,1,15,1300,Trinidad and Tobago,TT-TUP,Tunapuna-Piarco,,Heights of Aripo,10.6928277,-61.2259483,"",,Unspecified,"","",,,,,,,S85024696,"",,,,,Manacus manacus,whbman1,Species,15475,,3.00,2,,760,1098
323632301,Photo,White-bearded Manakin,Manacus manacus,,Rodrigo Ferraz,2021-04-06,2021,4,6,802,Brazil,BR-SP,São Paulo,,Itanhaém--Chácara Sara,-24.1175575,-46.7649931,"",,Unspecified,"","",,,,,,,S84969161,"",,,,,Manacus manacus,whbman1,Species,15475,,5.00,2,,1949,1949
323629141,Photo,White-bearded Manakin,Manacus manacus,,Dante Gabriel Moresco,2021-04-05,2021,4,5,646,Argentina,AR-N-IG,Misiones,Iguazú,"Superior hacia Salida del Área. (-25,685, -54,449)",-25.6845299,-54.4493986,"",,Unspecified,"","",,,,,,,S84835624,"",,,,,Manacus manacus,whbman1,Species,15475,,3.50,2,,4000,6000
323628991,Photo,White-bearded Manakin,Manacus manacus,,Dante Gabriel Moresco,2021-04-05,2021,4,5,646,Argentina,AR-N-IG,Misiones,Iguazú,"Superior hacia Salida del Área. (-25,685, -54,449)",-25.6845299,-54.4493986,"",,Unspecified,"","",,,,,,,S84835624,"",,,,,Manacus manacus,whbman1,Species,15475,,3.50,2,,4000,6000
323628951,Photo,White-bearded Manakin,Manacus manacus,,Dante Gabriel Moresco,2021-04-05,2021,4,5,646,Argentina,AR-N-IG,Misiones,Iguazú,"Superior hacia Salida del Área. (-25,685, -54,449)",-25.6845299,-54.4493986,"",,Unspecified,"","",,,,,,,S84835624,"",,,,,Manacus manacus,whbman1,Species,15475,,3.00,2,,4000,6000
323351711,Photo,White-bearded Manakin,Manacus manacus,,Daniel M Haddad - RJ,2021-04-03,2021,4,3,0,Brazil,BR-RJ,Rio de Janeiro,,Limoeiro,-22.5030815,-42.9902959,"",,Unspecified,"","",,,,,,,S84886976,"",,,,,Manacus manacus,whbman1,Species,15475,,3.00,1,,2689,2689
323244251,Photo,White-bearded Manakin,Manacus manacus,,James Timmons,2008-01-12,2008,1,12,0,Trinidad and Tobago,TT-TUP,Tunapuna-Piarco,,Asa Wright Nature Centre,10.7174435,-61.2980568,"",,Unspecified,"","",,,,,,,S84412029,"",,,,,Manacus manacus,whbman1,Species,15475,,2.00,1,,1524,1868
323243591,Photo,White-bearded Manakin,Manacus manacus,,James Timmons,2008-01-12,2008,1,12,0,Trinidad and Tobago,TT-TUP,Tunapuna-Piarco,,Asa Wright Nature Centre,10.7174435,-61.2980568,"",,Unspecified,"","",,,,,,,S84412029,"",,,,,Manacus manacus,whbman1,Species,15475,,2.50,2,,1814,1230
323147151,Photo,White-bearded Manakin,Manacus manacus,,Per Smith,2012-04-11,2012,4,11,600,Brazil,BR-RJ,Rio de Janeiro,,Reserva Ecológica de Guapiacu--wetlands,-22.4528318,-42.7725564,"",,Unspecified,"","",,,,,,,S84830028,"",,,,,Manacus manacus,whbman1,Species,15475,,3.00,1,,1572,1686
322639221,Photo,White-bearded Manakin,Manacus manacus,,Rafael Gonçalves Moreira,2021-04-02,2021,4,2,600,Brazil,BR-SP,São Paulo,,Ponto Tamandaré-Aparecida,-22.8633900,-45.2070400,"",,Unspecified,"","",,,,,,,S84632173,"",,,,,Manacus manacus,whbman1,Species,15475,,3.00,1,,2250,3000
322294641,Photo,White-bearded Manakin,Manacus manacus,,Jose Carlos Perrenoud Filho,2021-04-02,2021,4,2,600,Brazil,BR-SP,São Paulo,,Ponto Tamandaré-Aparecida,-22.8633900,-45.2070400,"",,Unspecified,"","",,,,,,,S84627838,"",,,,,Manacus manacus,whbman1,Species,15475,,5.00,2,,3888,5184
321630381,Photo,White-bearded Manakin,Manacus manacus,,Ricardo Mitidieri,2021-03-30,2021,3,30,1016,Brazil,BR-RJ,Rio de Janeiro,,Jardim Botânico do Rio de Janeiro,-22.9674422,-43.2241201,"",,Unspecified,"","",,,,,,,S84403550,"",,,,,Manacus manacus,whbman1,Species,15475,,3.00,1,,1655,2207
321068281,Photo,White-bearded Manakin,Manacus manacus,,João Gava Just,2020-10-13,2020,10,13,1349,Brazil,BR-SC,Santa Catarina,,"São Defende, Criciúma, Santa Catarina, BR (-28,697, -49,465)",-28.6971553,-49.4651812,"",,Unspecified,"","",,,,,,,S74783384,"",,,,,Manacus manacus,whbman1,Species,15475,,3.00,1,,4000,6000
320708711,Photo,White-bearded Manakin,Manacus manacus,,Justyn Stahl,2013-01-31,2013,1,31,530,Colombia,CO-BOY,Boyacá,,RNA Paujil (Dept. Boyaca),6.0501241,-74.2624618,"",,Unspecified,"","",,,,,,,S12908407,"",,,,,Manacus manacus,whbman1,Species,15475,,2.00,1,,890,1333
320589851,Photo,White-bearded Manakin,Manacus manacus,,Justyn Stahl,2013-01-30,2013,1,30,530,Colombia,CO-BOY,Boyacá,,RNA Paujil (Dept. Boyaca),6.0501241,-74.2624618,Adult Male – 1,,Unspecified,"","",,,,,,,S12907337,"",,,,,Manacus manacus,whbman1,Species,15475,,2.00,1,,1365,2050
320171871,Photo,White-bearded Manakin,Manacus manacus,,Edwin Mora,2021-03-26,2021,3,26,1615,Venezuela,VE-E,Barinas,,Puente Quebrada Parangulita,8.7695569,-70.4284868,"",,Unspecified,"","",,,,,,,S84164624,"",,,,,Manacus manacus,whbman1,Species,15475,,1.00,1,,1604,2497
319739921,Photo,White-bearded Manakin,Manacus manacus,,Vitor Rolf Laubé,2021-03-17,2021,3,17,700,Brazil,BR-SP,São Paulo,,Itanhaém--Rua Jequirituba,-24.1724402,-46.9371557,"",,Unspecified,"","",,,,,,,S83605284,"",,,,Alguns indivíduos foram atraídos no playback de bando misto!,Manacus manacus,whbman1,Species,15475,,3.50,2,,1975,2962
319666331,Photo,White-bearded Manakin,Manacus manacus,,Bernardo José Jiménez Mejía,2021-03-22,2021,3,22,639,Colombia,CO-CAL,Caldas,,Samaná-Río Tasajos,5.3909385,-74.9284457,Adult Male – 1,,Unspecified,"","",,,,,,,S83925419,"",,,,,Manacus manacus,whbman1,Species,15475,,1.00,1,,3888,5184
319377111,Photo,White-bearded Manakin,Manacus manacus,,Edwin Mora,2021-03-23,2021,3,23,1700,Venezuela,VE-E,Barinas,,Puente Quebrada Parangulita,8.7695569,-70.4284868,"",,Unspecified,"","",,,,,,,S83988482,"",,,,Hembra,Manacus manacus,whbman1,Species,15475,,3.00,1,,1627,2237
319376611,Photo,White-bearded Manakin,Manacus manacus,,Edwin Mora,2021-03-23,2021,3,23,1647,Venezuela,VE-E,Barinas,,Puente Quebrada Parangulita,8.7695569,-70.4284868,"",,Unspecified,"","",,,,,,,S83988438,"",,,,,Manacus manacus,whbman1,Species,15475,,5.00,1,,1762,2414
319375201,Photo,White-bearded Manakin,Manacus manacus,,Edwin Mora,2021-03-23,2021,3,23,1623,Venezuela,VE-E,Barinas,,Puente Quebrada Parangulita,8.7695569,-70.4284868,"",,Unspecified,"","",,,,,,,S83988291,"",,,,,Manacus manacus,whbman1,Species,15475,,2.00,1,,1980,2302
319374511,Photo,White-bearded Manakin,Manacus manacus,,Edwin Mora,2021-03-23,2021,3,23,1609,Venezuela,VE-E,Barinas,,Puente Quebrada Parangulita,8.7695569,-70.4284868,"",,Unspecified,"","",,,,,,,S83988194,"",,,,,Manacus manacus,whbman1,Species,15475,,4.00,1,,2212,3199
319374491,Photo,White-bearded Manakin,Manacus manacus,,Edwin Mora,2021-03-23,2021,3,23,1609,Venezuela,VE-E,Barinas,,Puente Quebrada Parangulita,8.7695569,-70.4284868,"",,Unspecified,"","",,,,,,,S83988194,"",,,,,Manacus manacus,whbman1,Species,15475,,4.00,1,,1162,1160
319372181,Photo,White-bearded Manakin,Manacus manacus,,Edwin Mora,2021-03-23,2021,3,23,1505,Venezuela,VE-E,Barinas,,Puente Quebrada Parangulita,8.7695569,-70.4284868,"",,Unspecified,"","",,,,,,,S83987967,"",,,,,Manacus manacus,whbman1,Species,15475,,5.00,1,,3175,4544
319019931,Photo,White-bearded Manakin,Manacus manacus,,Wayne Paes,2020-11-10,2020,11,10,600,Brazil,BR-SP,São Paulo,,Ubatuba--Fazenda Angelim,-23.3972349,-45.0641004,"",,Unspecified,"","",,,,,,,S76973988,"",,,,,Manacus manacus,whbman1,Species,15475,,3.00,1,,1454,2247
319019871,Photo,White-bearded Manakin,Manacus manacus,,Wayne Paes,2020-11-10,2020,11,10,600,Brazil,BR-SP,São Paulo,,Ubatuba--Fazenda Angelim,-23.3972349,-45.0641004,"",,Unspecified,"","",,,,,,,S76973988,"",,,,,Manacus manacus,whbman1,Species,15475,,3.00,1,,1381,1891
319019861,Photo,White-bearded Manakin,Manacus manacus,,Wayne Paes,2020-11-10,2020,11,10,600,Brazil,BR-SP,São Paulo,,Ubatuba--Fazenda Angelim,-23.3972349,-45.0641004,"",,Unspecified,"","",,,,,,,S76973988,"",,,,,Manacus manacus,whbman1,Species,15475,,3.00,1,,1436,2191
318747971,Photo,White-bearded Manakin,Manacus manacus,,Jhoni imperator,2021-03-21,2021,3,21,1500,Brazil,BR-SC,Santa Catarina,,dunas restinga e trilha topo do morro das aranhas,-27.4770176,-48.3863536,"",,Unspecified,"","",,,,,,,S83857831,"",,,,duas femeas e um macho,Manacus manacus,whbman1,Species,15475,,1.00,1,,2230,3000
318374941,Photo,White-bearded Manakin,Manacus manacus,,Fabio Barata,2021-03-19,2021,3,19,1215,Brazil,BR-SP,São Paulo,,Peruíbe--Guaraú,-24.3674092,-47.0262050,"",,Unspecified,"","",,,,,,,S83668451,"",,,,,Manacus manacus,whbman1,Species,15475,,3.00,1,,721,1080
318283921,Photo,White-bearded Manakin,Manacus manacus,,Alexander  Torres,2019-12-15,2019,12,15,1530,Colombia,CO-MET,Meta,,Reserva El Caduceo,3.6653500,-73.6578430,Adult Male – 1,Foraging or Eating,Unspecified,"","",,,,,,,S83752628,"",,,,,Manacus manacus,whbman1,Species,15475,,1.00,1,"",3456,4608
317491121,Photo,White-bearded Manakin,Manacus manacus,,Mateo Bohringer,2021-01-29,2021,1,29,523,Colombia,CO-CAS,Casanare,,Finca Cumbres Borrascosas,5.3227222,-72.4385833,"",,Unspecified,"","",,,,,,,S80554805,"",,,,,Manacus manacus,whbman1,Species,15475,,4.00,2,,3470,4624
317420151,Photo,White-bearded Manakin,Manacus manacus,,Doug Swartz,2020-03-17,2020,3,17,614,Colombia,CO-MAG,Magdalena,,Las Cabañas,11.1578090,-74.1385922,"",,Unspecified,"","",,,,,,,S83544342,"",,,,,Manacus manacus,whbman1,Species,15475,,4.00,2,,699,926
317420101,Photo,White-bearded Manakin,Manacus manacus,,Doug Swartz,2020-03-17,2020,3,17,614,Colombia,CO-MAG,Magdalena,,Las Cabañas,11.1578090,-74.1385922,Adult Male – 1,,Unspecified,"","",,,,,,,S83544342,"",,,,,Manacus manacus,whbman1,Species,15475,,3.00,1,,1113,1056
317420051,Photo,White-bearded Manakin,Manacus manacus,,Doug Swartz,2020-03-17,2020,3,17,614,Colombia,CO-MAG,Magdalena,,Las Cabañas,11.1578090,-74.1385922,Adult Male – 1,,Unspecified,"","",,,,,,,S83544342,"",,,,,Manacus manacus,whbman1,Species,15475,,3.00,2,,755,846
317420041,Photo,White-bearded Manakin,Manacus manacus,,Doug Swartz,2020-03-17,2020,3,17,614,Colombia,CO-MAG,Magdalena,,Las Cabañas,11.1578090,-74.1385922,Adult Male – 1,,Unspecified,"","",,,,,,,S83544342,"",,,,,Manacus manacus,whbman1,Species,15475,,3.00,1,,948,1101
317420021,Photo,White-bearded Manakin,Manacus manacus,,Doug Swartz,2020-03-17,2020,3,17,614,Colombia,CO-MAG,Magdalena,,Las Cabañas,11.1578090,-74.1385922,Adult Male – 1,,Unspecified,"","",,,,,,,S83544342,"",,,,,Manacus manacus,whbman1,Species,15475,,3.00,1,,767,938
317419911,Photo,White-bearded Manakin,Manacus manacus,,Doug Swartz,2020-03-17,2020,3,17,614,Colombia,CO-MAG,Magdalena,,Las Cabañas,11.1578090,-74.1385922,Adult Male – 1,,Unspecified,"","",,,,,,,S83544342,"",,,,,Manacus manacus,whbman1,Species,15475,,3.00,1,,1567,2221
317093271,Photo,White-bearded Manakin,Manacus manacus,,Edwin Mora,2021-03-15,2021,3,15,1715,Venezuela,VE-E,Barinas,,Puente Quebrada Parangulita,8.7695569,-70.4284868,"",,Unspecified,"","",,,,,,,S83490400,"",,,,,Manacus manacus,whbman1,Species,15475,,2.00,1,,1582,2695
316824561,Photo,White-bearded Manakin,Manacus manacus,,Edwin Mora,2021-03-14,2021,3,14,1806,Venezuela,VE-E,Barinas,,Puente Quebrada Parangulita,8.7695569,-70.4284868,"",,Unspecified,"","",,,,,,,S83435315,"",,,,Hembra.,Manacus manacus,whbman1,Species,15475,,4.00,1,,2686,3981
316822441,Photo,White-bearded Manakin,Manacus manacus,,Edwin Mora,2021-03-14,2021,3,14,1742,Venezuela,VE-E,Barinas,,Puente Quebrada Parangulita,8.7695569,-70.4284868,"",,Unspecified,"","",,,,,,,S83435032,"",,,,Hembra.,Manacus manacus,whbman1,Species,15475,,3.00,1,,2734,3362
316817651,Photo,White-bearded Manakin,Manacus manacus,,Javier Fernando Dominguez Trujillo,2021-02-27,2021,2,27,704,Colombia,CO-CAL,Caldas,,RN Bellavista,5.3301486,-74.9202240,Adult Male – 1,"",Unspecified,"","",,,,,,,S82483209,"",,,,,Manacus manacus,whbman1,Species,15475,,4.00,2,Watermark,,
315596541,Photo,White-bearded Manakin,Manacus manacus,,Edwin Mora,2021-03-10,2021,3,10,1629,Venezuela,VE-E,Barinas,,Puente Quebrada Parangulita,8.7695569,-70.4284868,"",,Unspecified,"","",,,,,,,S83172702,"",,,,,Manacus manacus,whbman1,Species,15475,,3.00,1,,1823,2894
315596521,Photo,White-bearded Manakin,Manacus manacus,,Edwin Mora,2021-03-10,2021,3,10,1629,Venezuela,VE-E,Barinas,,Puente Quebrada Parangulita,8.7695569,-70.4284868,"",,Unspecified,"","",,,,,,,S83172702,"",,,,,Manacus manacus,whbman1,Species,15475,,4.00,1,,1272,2073
315596511,Photo,White-bearded Manakin,Manacus manacus,,Edwin Mora,2021-03-10,2021,3,10,1629,Venezuela,VE-E,Barinas,,Puente Quebrada Parangulita,8.7695569,-70.4284868,"",,Unspecified,"","",,,,,,,S83172702,"",,,,,Manacus manacus,whbman1,Species,15475,,2.00,1,,1206,2029
315591571,Photo,White-bearded Manakin,Manacus manacus,,Edwin Mora,2021-03-10,2021,3,10,1742,Venezuela,VE-E,Barinas,,Puente Quebrada Parangulita,8.7695569,-70.4284868,"",,Unspecified,"","",,,,,,,S83172076,"",,,,,Manacus manacus,whbman1,Species,15475,,1.00,1,,2077,2620
315591561,Photo,White-bearded Manakin,Manacus manacus,,Edwin Mora,2021-03-10,2021,3,10,1742,Venezuela,VE-E,Barinas,,Puente Quebrada Parangulita,8.7695569,-70.4284868,"",,Unspecified,"","",,,,,,,S83172076,"",,,,,Manacus manacus,whbman1,Species,15475,,4.00,1,,1212,1891
315591101,Photo,White-bearded Manakin,Manacus manacus,,Edwin Mora,2021-03-10,2021,3,10,1725,Venezuela,VE-E,Barinas,,Puente Quebrada Parangulita,8.7695569,-70.4284868,"",,Unspecified,"","",,,,,,,S83171955,"",,,,,Manacus manacus,whbman1,Species,15475,,2.00,1,,2664,3805
315591011,Photo,White-bearded Manakin,Manacus manacus,,Edwin Mora,2021-03-10,2021,3,10,1725,Venezuela,VE-E,Barinas,,Puente Quebrada Parangulita,8.7695569,-70.4284868,"",,Unspecified,"","",,,,,,,S83171955,"",,,,,Manacus manacus,whbman1,Species,15475,,2.00,1,,1766,2522
315589801,Photo,White-bearded Manakin,Manacus manacus,,Edwin Mora,2021-03-10,2021,3,10,1648,Venezuela,VE-E,Barinas,,Puente Quebrada Parangulita,8.7695569,-70.4284868,"",,Unspecified,"","",,,,,,,S83171746,"",,,,,Manacus manacus,whbman1,Species,15475,,2.00,1,,1785,2873
315587801,Photo,White-bearded Manakin,Manacus manacus,,Edwin Mora,2021-03-10,2021,3,10,1617,Venezuela,VE-E,Barinas,,Puente Quebrada Parangulita,8.7695569,-70.4284868,"",,Unspecified,"","",,,,,,,S83171567,"",,,,,Manacus manacus,whbman1,Species,15475,,3.00,1,,2484,3669
315585551,Photo,White-bearded Manakin,Manacus manacus,,Edwin Mora,2021-03-10,2021,3,10,1601,Venezuela,VE-E,Barinas,,Puente Quebrada Parangulita,8.7695569,-70.4284868,"",,Unspecified,"","",,,,,,,S83171315,"",,,,,Manacus manacus,whbman1,Species,15475,,4.00,1,,3143,4429
315585411,Photo,White-bearded Manakin,Manacus manacus,,Edwin Mora,2021-03-10,2021,3,10,1601,Venezuela,VE-E,Barinas,,Puente Quebrada Parangulita,8.7695569,-70.4284868,"",,Unspecified,"","",,,,,,,S83171315,"",,,,,Manacus manacus,whbman1,Species,15475,,4.00,1,,2571,3723
315585331,Photo,White-bearded Manakin,Manacus manacus,,Edwin Mora,2021-03-10,2021,3,10,1601,Venezuela,VE-E,Barinas,,Puente Quebrada Parangulita,8.7695569,-70.4284868,"",,Unspecified,"","",,,,,,,S83171315,"",,,,,Manacus manacus,whbman1,Species,15475,,3.00,1,,3133,4166
315583371,Photo,White-bearded Manakin,Manacus manacus,,Edwin Mora,2021-03-10,2021,3,10,1548,Venezuela,VE-E,Barinas,,Puente Quebrada Parangulita,8.7695569,-70.4284868,"",,Unspecified,"","",,,,,,,S83171148,"",,,,,Manacus manacus,whbman1,Species,15475,,4.00,1,,2191,2956
315583351,Photo,White-bearded Manakin,Manacus manacus,,Edwin Mora,2021-03-10,2021,3,10,1548,Venezuela,VE-E,Barinas,,Puente Quebrada Parangulita,8.7695569,-70.4284868,"",,Unspecified,"","",,,,,,,S83171148,"",,,,,Manacus manacus,whbman1,Species,15475,,4.00,1,,2064,2593
315583231,Photo,White-bearded Manakin,Manacus manacus,,Edwin Mora,2021-03-10,2021,3,10,1548,Venezuela,VE-E,Barinas,,Puente Quebrada Parangulita,8.7695569,-70.4284868,"",,Unspecified,"","",,,,,,,S83171148,"",,,,,Manacus manacus,whbman1,Species,15475,,4.00,1,,1995,2839
315187341,Photo,White-bearded Manakin,Manacus manacus,,Daniel M Haddad - RJ,2021-03-06,2021,3,6,0,Brazil,BR-RJ,Rio de Janeiro,,Córrego da Luz--área geral,-22.4489185,-42.2064471,"",,Unspecified,"","",,,,,,,S83095425,"",,,,,Manacus manacus,whbman1,Species,15475,,3.00,1,,2106,2106
313586181,Photo,White-bearded Manakin,Manacus manacus,,Gabriel Capellari,2021-02-25,2021,2,25,858,Brazil,BR-SP,São Paulo,,Itanhaém--Chácara Sara,-24.1175575,-46.7649931,"",,Unspecified,"","",,,,,,,S82751333,"",,,,,Manacus manacus,whbman1,Species,15475,,3.00,1,,1210,1210
313586171,Photo,White-bearded Manakin,Manacus manacus,,Gabriel Capellari,2021-02-25,2021,2,25,858,Brazil,BR-SP,São Paulo,,Itanhaém--Chácara Sara,-24.1175575,-46.7649931,"",,Unspecified,"","",,,,,,,S82751333,"",,,,,Manacus manacus,whbman1,Species,15475,,2.00,1,,1143,1143
313425751,Photo,White-bearded Manakin,Manacus manacus,,Edwin Mora,2021-02-07,2021,2,7,1620,Venezuela,VE-E,Barinas,,Puente Quebrada Parangulita,8.7695569,-70.4284868,"",,Unspecified,"","",,,,,,,S82719969,"",,,,,Manacus manacus,whbman1,Species,15475,,3.00,1,,2355,3352
313425741,Photo,White-bearded Manakin,Manacus manacus,,Edwin Mora,2021-02-07,2021,2,7,1620,Venezuela,VE-E,Barinas,,Puente Quebrada Parangulita,8.7695569,-70.4284868,"",,Unspecified,"","",,,,,,,S82719969,"",,,,,Manacus manacus,whbman1,Species,15475,,1.00,1,,2372,3247
313424941,Photo,White-bearded Manakin,Manacus manacus,,Edwin Mora,2021-02-09,2021,2,9,1600,Venezuela,VE-E,Barinas,,Puente Quebrada Parangulita,8.7695569,-70.4284868,"",,Unspecified,"","",,,,,,,S82719842,"",,,,,Manacus manacus,whbman1,Species,15475,,2.00,1,,2075,2833
313424931,Photo,White-bearded Manakin,Manacus manacus,,Edwin Mora,2021-02-09,2021,2,9,1600,Venezuela,VE-E,Barinas,,Puente Quebrada Parangulita,8.7695569,-70.4284868,"",,Unspecified,"","",,,,,,,S82719842,"",,,,,Manacus manacus,whbman1,Species,15475,,5.00,1,,1784,2943
310215871,Photo,White-bearded Manakin,Manacus manacus,,Caio Vieira,2021-02-16,2021,2,16,650,Brazil,BR-SP,São Paulo,,São José dos Campos--Sítio Bicudinho,-23.1011507,-46.0180046,"",,Unspecified,"","",,,,,,,S81913373,"",,,,,Manacus manacus,whbman1,Species,15475,,2.00,1,,3617,5427
310169521,Photo,White-bearded Manakin,Manacus manacus,,Rafael Gonçalves Moreira,2021-02-21,2021,2,21,700,Brazil,BR-SP,São Paulo,,Ponte Rio Piagui,-22.7372728,-45.2040685,"",,Unspecified,"","",,,,,,,S82106660,"",,,,,Manacus manacus,whbman1,Species,15475,,3.00,1,,1545,2317
309167081,Photo,White-bearded Manakin,Manacus manacus,,Venecia Herrera,2017-08-11,2017,8,11,830,Argentina,AR-N-IG,Misiones,Iguazú,PN Iguazú--Área Cataratas,-25.6833032,-54.4554520,"",,Unspecified,"","",,,,,,,S41482825,"",,,,Machos.,Manacus manacus,whbman1,Species,15475,,4.00,1,,3864,5152
308973211,Photo,White-bearded Manakin,Manacus manacus,,Edwin Mora,2021-02-17,2021,2,17,1615,Venezuela,VE-E,Barinas,,Puente Quebrada Parangulita,8.7695569,-70.4284868,"",,Unspecified,"","",,,,,,,S81853885,"",,,,Macho.,Manacus manacus,whbman1,Species,15475,,4.00,1,,2573,4029
308851491,Photo,White-bearded Manakin,Manacus manacus,,Julio Cesar Filipino,2020-06-16,2020,6,16,1240,Brazil,BR-SP,São Paulo,,"Mata da Abrão Assed - Sta Cruz da Esperança SP (-21,295, -47,459)",-21.2952804,-47.4588501,"",,Unspecified,"","",,,,,,,S81834220,"",,,,"casal avistado na borda da mata, a fêmea não deu oportunidade de registro neste local, e em outro ponto foi registrada uma fêmea",Manacus manacus,whbman1,Species,15475,,4.00,2,,2302,3260
308851421,Photo,White-bearded Manakin,Manacus manacus,,Julio Cesar Filipino,2020-06-16,2020,6,16,1240,Brazil,BR-SP,São Paulo,,"Mata da Abrão Assed - Sta Cruz da Esperança SP (-21,295, -47,459)",-21.2952804,-47.4588501,"",,Unspecified,"","",,,,,,,S81834220,"",,,,"casal avistado na borda da mata, a fêmea não deu oportunidade de registro neste local, e em outro ponto foi registrada uma fêmea",Manacus manacus,whbman1,Species,15475,,3.00,1,,1667,2360
308834271,Photo,White-bearded Manakin,Manacus manacus,,Julio Cesar Filipino,2020-06-16,2020,6,16,810,Brazil,BR-SP,São Paulo,,"BREJO DO CARDEAL DO BANHADO - SERRA AZUL (-21,253, -47,532)",-21.2534169,-47.5315493,"",,Unspecified,"","",,,,,,,S81832049,"",,,,"03 individuos avistados no local, duas femeas e 01 macho que ficou embrenhado",Manacus manacus,whbman1,Species,15475,,3.00,1,,2179,3077
308810161,Photo,White-bearded Manakin,Manacus manacus,,Alex Mesquita,2021-02-15,2021,2,15,1405,Brazil,BR-SP,São Paulo,,Pindamonhangaba--PNM do Trabiju,-22.8385280,-45.5203056,"",,Unspecified,"","",,,,,,,S81697469,"",,,,,Manacus manacus,whbman1,Species,15475,,3.00,1,,3282,4376
308670321,Photo,White-bearded Manakin,Manacus manacus,,Luis Fillipe  Couto,2021-01-20,2021,1,20,630,Brazil,BR-RJ,Rio de Janeiro,,PE da Pedra Branca--Vargem Grande,-22.9567929,-43.4825027,"",,Unspecified,"","",,,,,,,S81786524,"",,,,,Manacus manacus,whbman1,Species,15475,,4.00,1,,1647,2471
308670311,Photo,White-bearded Manakin,Manacus manacus,,Luis Fillipe  Couto,2021-01-20,2021,1,20,630,Brazil,BR-RJ,Rio de Janeiro,,PE da Pedra Branca--Vargem Grande,-22.9567929,-43.4825027,"",,Unspecified,"","",,,,,,,S81786524,"",,,,,Manacus manacus,whbman1,Species,15475,,5.00,1,,1696,2544
308639271,Photo,White-bearded Manakin,Manacus manacus,,João Octávio Caranzano Moraes,2021-02-15,2021,2,15,1405,Brazil,BR-SP,São Paulo,,Pindamonhangaba--PNM do Trabiju,-22.8385280,-45.5203056,"",,Unspecified,"","",,,,,,,S81768586,"",,,,,Manacus manacus,whbman1,Species,15475,,3.00,1,,3278,2459
308554041,Photo,White-bearded Manakin,Manacus manacus,,Luis Fillipe  Couto,2020-11-28,2020,11,28,800,Brazil,BR-RJ,Rio de Janeiro,,Serrinha do Alambari--Camping Clube do Brasil,-22.3861999,-44.5544587,"",,Unspecified,"","",,,,,,,S81770162,"",,,,,Manacus manacus,whbman1,Species,15475,,3.00,1,,3330,4995
